user_id	Q1	Q2	Q3	Q4	Q5	Q6	Q7	Q8	Q9	Q10	Q11	Q12	Q13	Q14	Q15
1325	3	4	4	4	4	4	3	3	1	3	4	4	3	2	3
1328	3	0	4	3	1	5	3	3	3	2	2	2	3	3	5
1332	4	4	4	3	3	4	3	2	4	2	3	3	5	2	3
1333	2	2	0	3	3	2	5	3	3	3	3	3	5	3	5
1336	5	5	4	0	5	4	4	0	5	2	5	1	5	0	3
1337	4	2	2	2	2	3	3	3	4	2	2	2	3	3	2
1338	4	2	4	4	4	4	0	4	4	2	0	2	4	4	4
1339	2	1	4	1	3	4	0	2	4	2	0	3	2	5	2
1341	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
1345	5	1	3	3	2	5	1	5	5	3	0	3	5	5	5
1349	4	3	3	3	3	5	1	5	3	3	3	3	3	3	3
1350	4	0	4	3	2	3	2	4	2	2	2	3	4	4	4
1352	0	0	2	3	0	3	0	3	3	3	0	2	3	5	5
1355	1	3	1	3	2	3	2	3	2	3	3	3	3	3	3
1359	4	1	4	3	1	3	3	3	3	3	1	1	0	5	4
1361	3	2	3	3	2	3	2	3	2	3	2	2	4	3	3
1362	4	2	2	2	2	3	3	4	2	3	4	3	4	2	3
1368	2	3	4	1	4	3	2	3	4	2	5	1	2	3	2
1374	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
1377	3	3	4	3	3	5	2	5	3	4	2	2	3	2	5
1379	3	2	2	1	2	1	1	2	4	1	3	1	3	3	1
1380	5	0	5	5	2	5	0	5	5	5	0	0	5	5	5
1381	3	3	2	2	3	3	2	3	3	2	2	2	3	2	3
1382	3	4	3	3	3	4	0	2	1	3	1	1	4	4	4
1383	2	1	4	5	3	5	3	4	3	1	2	0	5	5	5
1386	3	4	1	2	3	2	1	2	3	1	5	4	3	2	1
1387	3	0	3	3	1	3	0	4	3	3	1	1	4	4	4
1389	3	1	2	2	2	3	2	3	3	2	3	3	3	2	3
1392	4	3	1	2	3	3	3	3	4	2	3	3	5	2	2
1393	5	2	2	3	2	5	5	3	3	2	5	5	5	2	2
1394	4	3	3	2	2	3	2	3	4	2	2	2	4	3	2
1398	5	2	5	5	4	5	3	5	3	3	3	3	5	5	5
1399	4	3	3	3	3	3	3	3	4	3	3	2	4	1	5
1403	3	3	3	3	5	3	3	3	3	1	3	3	3	1	3
1404	5	4	5	4	4	5	0	5	5	4	1	0	5	4	5
1413	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
1414	2	4	4	5	2	3	5	3	3	5	4	3	3	4	4
1418	3	3	3	3	5	3	3	2	3	2	3	3	3	2	3
1420	2	3	2	4	2	1	2	3	2	2	3	2	2	3	2
1421	5	2	0	0	2	0	3	2	5	0	2	3	5	2	4
1422	4	2	3	3	2	4	2	2	0	2	3	3	3	5	3
1423	4	4	3	3	3	4	3	3	3	3	3	3	4	4	3
1424	4	3	4	1	3	3	4	3	3	2	3	3	4	3	3
1426	3	3	2	3	2	2	0	3	3	2	2	0	1	3	4
1427	5	2	2	4	4	4	4	2	5	1	2	3	5	3	5
1436	3	2	3	3	2	3	2	3	3	3	3	3	3	3	3
1441	4	3	3	3	2	2	3	3	3	2	3	3	3	1	4
1447	4	2	3	3	3	3	4	3	4	2	3	3	4	3	3
1448	4	2	4	4	2	4	3	4	4	4	3	3	4	4	4
1449	5	0	5	5	1	5	0	5	5	4	0	0	5	5	5
1450	4	5	1	3	3	4	3	2	3	3	3	2	3	1	3
1451	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
1452	5	0	5	5	5	5	0	5	3	5	2	0	4	5	5
1454	0	4	2	3	0	3	5	0	5	2	2	3	5	5	3
1455	5	2	5	5	4	5	5	4	0	5	4	4	5	5	5
1457	2	3	1	0	3	3	3	1	3	2	5	5	3	1	2
1459	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3
1462	5	2	3	3	2	5	2	5	0	2	4	0	3	3	5
1463	4	4	2	0	4	4	3	2	2	0	4	4	3	2	3
1465	5	0	3	3	3	5	1	2	5	2	1	1	5	2	2
1466	4	2	3	3	2	3	3	4	3	2	3	2	3	4	3
1468	5	2	3	3	3	4	3	5	5	3	3	3	5	4	4
1472	5	0	3	5	0	3	2	3	4	4	4	3	5	5	4
1476	3	2	3	3	2	3	3	3	2	2	2	2	5	4	4
1481	4	3	2	2	2	2	3	3	3	2	3	3	3	2	3
1490	3	2	2	3	1	3	2	3	3	3	2	2	3	3	3
1491	4	3	3	3	4	4	0	4	4	1	2	1	4	3	5
1499	5	3	2	2	3	3	3	2	3	2	3	3	3	2	3
1501	3	2	5	3	3	5	3	3	3	3	0	1	3	4	3
1505	2	4	2	3	3	2	5	1	3	3	5	3	2	1	3
1508	4	0	1	4	4	4	0	0	2	2	0	0	4	5	2
1509	4	3	2	2	1	2	0	5	5	4	0	0	5	4	3
1512	4	3	4	3	3	3	2	3	1	3	1	3	2	3	3
1513	5	5	4	3	2	4	1	4	5	5	0	3	5	3	5
1514	5	4	4	3	1	5	1	5	3	3	0	0	1	3	5
1521	2	2	3	3	1	2	3	1	3	3	3	3	2	3	2
1523	4	3	0	4	4	1	3	2	4	2	1	0	4	2	4
1524	3	3	3	3	3	3	3	2	2	3	3	3	2	3	3
1530	5	0	4	4	2	3	3	4	5	1	4	3	5	5	5
1533	5	3	4	3	2	5	3	3	3	3	2	3	5	4	4
1535	5	0	5	5	4	3	2	5	3	3	1	3	4	4	5
1539	4	3	3	2	1	3	3	3	4	3	3	2	5	5	5
1546	3	3	4	4	5	2	5	3	2	1	3	3	0	1	3
1550	5	2	3	3	1	4	3	5	3	3	1	3	3	4	4
1551	4	3	2	3	5	5	3	3	5	3	5	5	5	5	3
1552	4	5	2	2	5	4	3	3	4	1	1	1	5	4	4
1554	5	0	4	4	0	5	2	5	4	4	0	0	4	5	5
1556	4	0	3	3	0	3	0	4	4	3	1	3	5	5	4
1559	2	3	3	2	2	3	3	3	2	2	3	1	3	2	3
1560	3	3	3	3	3	3	2	3	2	3	1	1	3	3	3
1561	4	2	2	3	3	2	3	2	3	2	3	3	3	3	2
1562	4	5	4	3	5	0	0	3	0	3	0	3	3	0	5
1566	2	5	3	3	5	3	2	1	2	1	0	1	1	0	2
1567	4	1	3	2	3	3	2	4	3	2	0	0	3	3	3
1569	4	3	3	3	4	3	3	3	4	1	3	3	3	3	4
1572	5	2	5	5	0	5	2	5	5	5	2	2	5	5	5
1578	4	3	3	2	3	4	4	2	4	2	4	2	4	3	4
1586	3	1	4	4	1	1	3	1	4	1	2	5	1	5	4
1587	4	3	4	3	3	2	4	3	4	2	3	3	3	3	3
1592	5	2	3	3	0	3	3	3	5	3	3	3	3	3	3
1594	5	0	5	5	0	4	3	5	3	0	3	3	3	5	3
1598	2	0	5	5	2	5	5	5	0	5	5	5	0	3	3
1599	5	2	3	3	3	2	3	3	5	3	5	3	3	2	2
1600	5	2	0	0	2	2	3	2	3	2	4	2	3	3	3
1608	0	3	2	4	2	5	3	3	5	2	1	0	3	3	2
1612	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
1615	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
1618	4	4	4	3	4	4	4	3	4	4	4	4	4	4	4
1622	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
1623	1	1	0	1	1	0	1	0	1	1	1	1	1	1	0
1626	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
1627	1	1	0	1	1	0	1	0	1	1	1	1	1	1	0
1628	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
1632	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
1637	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
1640	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
1641	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
1642	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
1645	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1647	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1650	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
1652	4	4	4	3	4	4	4	3	4	4	4	4	4	4	4
1653	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1656	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
1657	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
1660	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
1662	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1666	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1667	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
1670	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3
1671	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
1672	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
1677	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
1689	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1691	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1697	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
1700	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
1701	0	1	1	0	0	0	1	1	1	0	0	1	0	0	0
1708	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1709	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
1710	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
1711	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
1712	3	2	3	3	2	3	3	3	3	3	3	3	3	3	3
1714	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1718	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
1721	3	1	5	5	0	0	5	0	1	3	5	5	1	5	1
1724	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
1726	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
1728	3	2	3	3	2	3	3	3	3	3	3	3	3	3	3
1732	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
1735	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
1737	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
1742	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
1747	4	4	4	3	4	4	4	3	4	4	4	4	4	4	4
1748	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
1750	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
1752	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
1754	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
1756	4	4	4	3	4	4	4	3	4	4	4	4	4	4	4
1762	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
1764	4	4	4	3	4	4	4	3	4	2	4	4	4	4	4
1765	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
1766	4	2	4	3	0	5	3	4	3	5	0	0	5	2	3
1767	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
1776	3	1	3	3	0	4	2	3	3	3	3	3	3	4	4
1780	1	5	3	4	5	5	5	3	1	3	5	5	3	3	5
1784	3	2	3	3	2	3	2	2	2	3	2	1	2	3	5
1786	5	1	3	3	2	3	4	5	5	3	4	4	5	5	4
1790	5	0	4	4	0	4	0	4	5	0	0	0	5	5	5
1791	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
1798	4	4	3	3	3	5	3	3	3	2	1	2	3	3	5
1800	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3
1803	4	5	0	0	5	0	0	5	4	0	4	5	5	5	5
1804	3	4	4	4	3	2	3	2	3	4	3	3	2	3	4
1805	3	3	2	2	4	3	2	2	3	2	2	3	3	2	2
1809	4	3	3	3	3	3	3	4	4	3	3	3	2	3	3
1814	4	0	5	5	5	5	5	5	5	5	5	5	5	5	5
1815	4	0	3	3	0	1	3	4	4	2	1	0	4	0	4
1820	5	3	3	4	3	3	3	1	4	3	3	2	1	2	4
1826	4	4	4	4	4	5	4	5	4	5	1	1	4	4	5
1829	4	5	0	5	5	2	5	3	0	0	5	5	4	5	4
1831	3	3	3	3	4	4	1	2	3	4	0	0	4	4	3
1832	3	2	3	2	2	4	3	4	3	3	1	2	3	4	4
1839	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3
1840	1	4	2	2	4	2	2	2	3	2	4	3	2	2	2
1844	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2
1845	3	2	3	2	3	3	2	3	3	2	2	2	3	2	3
1847	4	5	4	0	5	0	3	1	5	4	3	3	1	2	3
1854	4	3	4	4	3	5	0	5	4	3	0	0	4	4	5
1858	4	4	1	3	2	5	3	2	1	1	4	4	4	1	4
1859	4	3	4	3	4	4	3	4	4	3	1	1	4	4	5
1861	3	4	2	2	4	2	2	2	3	2	3	3	3	1	2
1864	4	2	2	3	5	2	0	3	4	2	0	0	2	0	5
1866	4	3	3	3	3	3	2	3	3	3	2	2	3	2	3
1868	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1869	5	1	4	4	5	4	0	2	5	0	5	4	5	5	5
1871	3	3	0	0	4	2	0	2	3	0	2	2	3	0	3
1873	3	3	2	2	3	3	0	2	3	2	2	2	3	2	2
1874	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
1876	4	1	3	3	3	2	1	3	3	2	2	2	4	4	4
1878	5	1	5	4	4	5	3	4	4	2	1	1	5	5	5
1879	3	3	3	0	5	0	3	3	3	0	3	3	3	5	3
1882	4	3	0	0	3	0	0	3	3	0	3	0	3	0	2
1889	4	3	4	3	3	4	4	3	3	3	3	4	4	2	4
1891	3	2	3	2	2	3	2	2	1	2	3	2	3	5	3
1894	4	2	2	2	3	1	0	2	0	0	3	3	4	3	2
1897	4	0	5	4	0	4	4	4	3	4	3	3	4	5	5
1905	4	2	2	5	4	3	0	4	0	2	0	4	3	3	5
1907	4	4	4	4	4	2	2	5	4	4	4	4	4	4	4
1911	5	1	5	5	1	5	1	5	5	5	1	1	5	5	5
1913	5	3	4	3	3	3	3	2	2	3	5	5	3	1	3
1916	3	3	2	1	3	3	3	3	3	2	3	3	3	2	3
1918	5	1	5	5	1	5	1	5	5	5	1	1	5	5	5
1926	3	2	3	2	2	4	0	5	3	3	3	2	3	3	3
1929	5	3	3	3	1	5	0	4	5	3	3	2	5	2	5
1934	4	1	3	1	2	2	2	1	3	3	2	2	3	4	2
1936	5	0	5	5	0	5	2	3	3	5	1	1	4	5	5
1937	4	3	2	1	3	3	4	3	3	2	4	3	4	3	3
1938	2	3	3	2	3	2	2	0	2	1	4	3	2	3	2
1939	3	3	4	4	2	3	2	2	3	3	3	3	3	5	3
1945	4	2	3	1	1	4	1	4	5	3	1	1	5	5	2
1947	2	3	3	3	3	1	2	0	3	2	4	3	3	2	0
1949	2	3	3	2	3	4	3	3	2	2	2	2	2	2	3
1950	4	3	3	2	3	4	4	4	4	2	1	4	4	4	4
1951	5	1	5	5	1	5	1	5	5	5	1	1	5	5	5
1953	5	1	5	5	1	5	1	5	5	5	1	1	5	5	5
1956	4	2	3	2	2	3	0	3	5	5	0	0	5	5	3
1962	4	1	4	4	2	4	0	4	5	4	0	0	5	4	4
1963	4	2	2	2	4	4	4	4	4	2	2	2	4	4	4
1964	1	1	2	2	1	3	2	3	2	2	3	3	3	3	3
1966	3	3	0	0	3	3	3	2	3	2	3	3	3	2	3
1971	5	2	2	0	5	0	2	2	1	0	3	3	4	3	2
1972	0	3	4	4	4	3	2	4	0	3	3	3	2	2	3
1973	4	3	4	4	5	4	4	5	3	3	5	5	3	2	3
1980	5	0	3	3	1	5	3	3	5	4	0	0	3	5	5
1987	0	1	3	3	2	2	4	1	2	1	3	3	3	3	3
1990	5	3	5	5	3	1	2	1	5	5	1	1	5	5	1
1991	3	3	2	2	3	2	3	2	2	3	3	3	3	3	3
1992	4	3	1	1	4	3	1	3	4	2	1	1	4	2	4
1993	5	5	4	0	5	5	5	3	5	0	5	5	5	0	5
1999	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
2001	0	2	3	3	1	2	3	3	0	0	3	0	4	4	2
2002	5	3	4	3	5	5	4	5	3	4	3	3	4	2	5
2004	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
2005	4	2	3	3	1	1	3	3	4	2	0	3	3	0	4
2008	4	0	5	5	2	5	3	5	5	4	0	0	3	5	5
2010	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
2011	4	3	4	3	3	4	3	3	3	3	2	2	3	2	2
2013	5	3	5	5	4	5	3	4	3	3	1	2	4	2	4
2020	5	5	4	5	5	2	0	4	2	5	0	0	3	5	4
2022	3	3	2	3	3	3	3	3	2	2	2	2	2	2	3
2030	2	4	4	4	4	4	5	4	4	2	4	4	4	2	2
2031	2	3	2	1	1	3	3	5	5	3	4	5	2	3	3
2032	3	1	2	1	2	5	3	4	4	2	1	1	4	2	2
2037	4	0	4	4	2	4	4	4	4	3	1	3	3	3	3
2040	5	3	3	4	4	5	1	2	5	2	0	0	5	1	5
2046	4	4	3	3	3	5	1	3	3	3	1	0	4	1	4
2051	2	3	2	2	4	5	5	3	3	2	5	5	2	4	4
2054	4	2	5	5	2	2	3	3	3	3	2	3	4	2	3
2057	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
2058	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
2066	4	3	2	2	2	4	1	3	4	2	2	2	4	3	3
2069	4	3	2	4	2	4	4	2	4	2	4	4	4	4	2
2071	5	0	5	0	0	5	0	5	5	5	0	0	5	3	5
2077	0	4	0	2	2	5	5	1	1	0	2	2	2	4	2
2078	4	1	3	3	2	4	1	4	1	3	1	1	4	3	4
2079	4	1	4	1	1	3	3	2	3	2	4	3	4	5	4
2080	4	1	1	4	1	4	2	4	4	3	2	4	4	3	4
2084	3	1	4	4	2	4	2	3	2	3	2	2	3	3	4
2091	1	2	4	2	1	5	2	5	3	3	1	0	3	3	5
2095	1	3	1	1	4	2	3	2	5	5	4	3	2	2	2
2096	0	2	3	3	1	5	2	3	2	2	2	0	4	5	1
2099	4	4	2	0	4	4	4	4	4	2	4	4	4	2	4
2106	3	2	2	3	3	3	2	2	3	3	2	2	3	3	3
2107	4	3	4	5	4	0	3	2	4	4	2	1	2	1	1
2108	4	2	4	4	4	4	4	4	4	4	4	4	4	4	4
2116	4	3	2	2	3	3	2	3	3	2	2	2	4	2	5
2117	3	3	2	3	4	0	5	3	3	3	4	3	4	2	3
2120	4	3	1	1	4	5	3	1	1	0	5	4	0	2	3
2121	4	3	1	3	5	3	3	2	5	2	5	3	5	0	3
2123	4	5	3	3	5	4	2	4	3	2	1	1	3	2	5
2124	4	4	1	2	2	5	5	5	5	5	3	3	5	5	5
2127	4	3	4	4	3	4	4	3	2	0	4	2	4	4	0
2129	4	3	4	4	3	4	4	4	4	3	4	4	2	4	5
2131	5	2	3	3	3	5	2	3	3	3	1	1	5	5	5
2136	4	2	4	4	4	4	2	4	2	4	4	4	2	4	4
2140	4	0	3	3	1	3	1	3	3	2	2	0	4	4	4
2147	2	2	2	2	2	2	1	3	2	2	2	2	2	2	3
2149	1	5	2	3	3	5	3	1	1	2	3	1	1	0	3
2151	4	3	3	5	3	3	1	4	4	3	2	1	2	4	4
2153	4	4	4	4	2	4	3	4	4	3	2	2	4	3	4
2155	4	4	4	4	4	3	1	3	2	3	2	1	2	2	4
2157	4	2	3	2	3	2	4	3	4	2	3	2	5	3	3
2162	1	5	2	2	5	3	5	3	2	2	5	5	3	2	3
2167	3	3	2	2	3	2	2	2	3	2	2	2	3	2	2
2170	1	3	3	3	3	3	3	3	3	3	3	5	3	3	1
2171	3	3	2	2	2	4	3	4	4	1	3	3	3	2	4
2175	1	3	1	1	3	5	4	3	2	3	3	2	4	4	3
2177	5	4	1	4	4	3	4	2	3	1	4	4	4	1	2
2181	4	1	0	5	3	3	5	5	3	5	5	5	5	5	5
2184	4	1	2	2	2	2	2	2	2	2	2	2	2	2	2
2185	4	3	3	3	3	3	2	3	4	2	3	2	4	4	4
2186	4	3	2	3	4	5	3	3	4	3	3	2	4	2	3
2187	5	0	5	5	3	5	3	5	5	3	3	3	3	3	5
2194	4	1	4	4	1	4	1	4	4	4	1	1	4	4	4
2202	3	3	3	3	4	3	3	3	2	3	3	3	3	3	3
2203	5	0	5	4	3	3	0	4	5	3	0	0	5	3	5
2204	4	1	3	3	3	2	0	4	5	2	0	0	5	1	1
2206	4	1	4	4	1	4	1	4	4	4	1	1	4	4	4
2208	4	1	4	4	1	4	1	4	4	4	1	1	4	4	4
2211	1	2	3	2	2	2	2	2	2	3	2	2	2	2	2
2212	4	2	2	2	3	3	3	2	3	2	3	3	3	2	3
2213	2	5	2	1	5	1	5	2	2	4	5	5	1	0	2
2215	4	3	2	2	3	3	3	2	4	3	3	3	3	2	3
2218	3	3	3	3	3	3	1	3	3	1	1	1	3	3	3
2223	5	1	5	4	1	4	3	4	5	4	3	3	5	4	4
2226	3	2	1	1	2	3	3	3	3	2	1	1	3	2	3
2229	4	2	3	3	2	4	3	3	2	2	3	3	3	3	3
2234	4	1	4	4	1	4	1	4	4	4	1	1	4	4	4
2241	4	1	4	4	1	4	1	4	4	4	1	1	4	4	4
2242	4	1	4	4	1	4	1	4	4	4	1	1	4	4	4
2247	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
2249	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
2250	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
2252	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
2254	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
2256	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
2257	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
2260	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2263	1	1	2	1	1	1	1	1	2	1	1	1	2	1	1
2266	0	1	0	0	0	1	1	0	1	0	1	0	0	1	0
2268	3	3	3	3	3	3	1	3	3	3	1	1	3	1	3
2269	3	3	2	3	2	3	3	2	3	3	3	3	3	2	2
2270	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
2273	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
2274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2280	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
2282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2283	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
2287	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
2289	5	5	5	5	5	5	5	5	5	4	5	4	5	5	4
2290	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
2292	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
2296	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
2297	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
2299	4	5	5	5	5	5	5	5	4	5	4	5	5	5	4
2303	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
2306	4	4	4	3	4	4	4	3	4	4	4	4	4	4	4
2307	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
2321	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
2328	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
2332	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
2333	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
2335	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
2337	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
2338	3	2	3	3	2	3	3	3	3	3	3	3	3	3	3
2341	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
2342	4	4	4	3	4	4	4	3	4	4	4	4	4	4	4
2344	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
2345	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
2354	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0
2358	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
2359	4	4	4	3	4	4	4	3	4	4	4	4	4	4	4
2360	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
2362	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
2364	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
2365	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
2366	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
2369	4	5	5	5	5	5	4	4	5	5	5	5	4	4	5
2371	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
2375	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
2377	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
2378	4	4	4	3	4	4	4	3	4	4	4	4	4	4	4
2379	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
2381	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2382	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
2384	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1
2394	0	1	0	0	1	0	1	1	1	0	1	1	1	1	1
2396	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2398	3	4	2	5	3	5	2	2	3	4	3	5	2	2	3
2399	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
2409	3	3	3	3	3	3	3	3	3	3	3	3	5	3	3
2410	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0
2415	2	4	4	4	4	4	4	4	4	4	4	4	4	4	4
2419	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
2423	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
2424	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
2428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2429	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1
2431	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2437	0	1	0	0	1	0	0	1	0	1	1	0	1	0	1
2440	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
2443	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
2447	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
2460	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
2461	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
2463	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
2466	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
2468	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
2472	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
2475	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2477	3	1	3	3	1	4	1	3	3	3	0	0	3	4	4
2482	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
2487	4	4	4	3	3	3	3	3	4	3	3	4	3	4	4
2492	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
2493	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
2494	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
2495	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
2496	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
2500	1	1	2	0	1	1	1	1	2	1	1	1	0	1	1
2501	4	3	3	3	4	4	3	4	4	3	3	3	4	3	3
2503	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2504	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
2505	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
2513	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
2516	4	3	3	3	3	4	3	4	4	3	3	3	4	3	3
2517	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
2519	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
2522	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
2527	4	2	2	2	3	2	2	2	3	0	2	2	4	3	2
2530	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2531	4	1	3	3	1	3	0	3	3	3	1	1	3	4	4
